,tipo,url,orientador,avaliador1,avaliador2,avaliador3,avaliador4,avaliador2_filiação,row_idx,orientador_filiação,avaliador1_nome,avaliador1_país,avaliador1_filiação,avaliador2_nome,avaliador2_país,orientador_nome,orientador_país,orientador_keyword_1,orientador_keyword_2,orientador_keyword_3,orientador_keyword_4,orientador_keyword_5,avaliador2_keyword_1,avaliador2_keyword_2,avaliador2_keyword_3,avaliador2_keyword_4,avaliador1_keyword_1,avaliador3_nome,avaliador3_país,avaliador3_filiação,avaliador4_filiação,avaliador4_nome,avaliador4_país,avaliador1_keyword_2,avaliador1_keyword_3,avaliador1_keyword_4,avaliador1_keyword_5,avaliador1_keyword_6,avaliador3_keyword_1,avaliador3_keyword_2,avaliador3_keyword_3,avaliador4_keyword_1,avaliador4_keyword_2,avaliador4_keyword_3,avaliador4_keyword_4,avaliador4_keyword_5,avaliador4_keyword_6
47,DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/477130?guid=1652457250720&returnUrl=%2fresultado%2flistar%3fguid%3d1652457250720%26quantidadePaginas%3d1%26codigoRegistro%3d477130%23477130&i=1,orcid.org/0000-0002-2914-5380,sem orcid,orcid.org/0000-0001-5203-4366,orcid.org/0000-0001-9336-9568,orcid.org/0000-0002-4236-8212,no info,47,Universidade Estadual de Campinas,sem orcid,sem orcid,sem orcid,Luciano da Fontoura Costa,no info,Alexandre Falcao,Brazil,image processing, visualization, and analysis, (interactive) machine learning ,,,,,,,"Cendes, Fernando",no info,Universidade Estadual de Campinas,Universidade Estadual de Campinas,Anderson Rocha,Brazil,,,,,,Epilepsy, Neuroimaging, Neuroscience,Machine Intelligence; Digital Forensics; Reasoning for Complex Data,,,,,
48,DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/480792?guid=1652457314341&returnUrl=%2fresultado%2flistar%3fguid%3d1652457314341%26quantidadePaginas%3d1%26codigoRegistro%3d480792%23480792&i=1,orcid.org/0000-0002-1067-6421,orcid.org/0000-0002-4252-3710,orcid.org/0000-0003-2998-6785,orcid.org/0000-0002-7002-875X,sem orcid,State University of Campinas,48,no info,Jair Donadelli,no info,no info,LUIS MEIRA,Brazil,Flávio K. Miyazawa,no info,,,,,,optimization,Algorithms,Petroleum engineering,graphs,,Ricardo Dahab,Brazil,University of Campinas,sem orcid,sem orcid,sem orcid,,,,,,Cryptography, Graph Theory,,,,,,,
49,DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/771315?guid=1652457353451&returnUrl=%2fresultado%2flistar%3fguid%3d1652457353451%26quantidadePaginas%3d1%26codigoRegistro%3d771315%23771315&i=1,orcid.org/0000-0002-1180-2637,orcid.org/0000-0002-3823-8941,orcid.org/0000-0003-2046-602X,orcid.org/0000-0001-5746-4154,orcid.org/0000-0003-2715-6796,Universidade Estadual de Campinas,49,UNICAMP - University of Campinas,Luiz Eduardo Buzato,Brazil,University of Campinas,Nelson L. S. da Fonseca,no info,Edmundo Madeira,no info,,,,,,,,,,distributed systems,Alfredo Goldman,no info,no info,no info,Vinod Rebello,no info,distributed algorithms,fault tolerance,,,,,,,,,,,,
50,DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/768432?guid=1652457403765&returnUrl=%2fresultado%2flistar%3fguid%3d1652457403765%26quantidadePaginas%3d1%26codigoRegistro%3d768432%23768432&i=1,orcid.org/0000-0002-4830-5298,sem orcid,sem orcid,orcid.org/0000-0003-4290-6508,orcid.org/0000-0003-1908-4753,sem orcid,50,Universidade Estadual de Campinas,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,Maria Cecilia Calani Baranauskas,Brazil,HCI,Socially Aware Design,Organizational Semiotics,Participatory Design,,,,,,,Eliane Martins,no info,no info,Universidade Estadual de Campinas Instituto de Computação,Claudia Medeiros,Brazil,,,,,,,,,Scientific data management, Data interoperability, Open Science,,,
51,DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/778255?guid=1652457457027&returnUrl=%2fresultado%2flistar%3fguid%3d1652457457027%26quantidadePaginas%3d1%26codigoRegistro%3d778255%23778255&i=1,orcid.org/0000-0002-4830-5298,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,51,Universidade Estadual de Campinas,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,Maria Cecilia Calani Baranauskas,Brazil,HCI,Socially Aware Design,Organizational Semiotics,Participatory Design,,,,,,,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,,,,,,,,,,,,,,
52,DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/782497?guid=1652457514273&returnUrl=%2fresultado%2flistar%3fguid%3d1652457514273%26quantidadePaginas%3d1%26codigoRegistro%3d782497%23782497&i=1,orcid.org/0000-0002-4830-5298,orcid.org/0000-0002-0796-3868,sem orcid,orcid.org/0000-0001-8309-6367,orcid.org/0000-0003-0678-4777,sem orcid,52,Universidade Estadual de Campinas,Fátima Mattiello-Francisco,Brazil,Instituto Nacional de Pesquisas Espaciais,sem orcid,sem orcid,Maria Cecilia Calani Baranauskas,Brazil,HCI,Socially Aware Design,Organizational Semiotics,Participatory Design,,,,,,Space engineering,Ariadne Carvalho,no info,Universidade Estadual de Campinas,University of Campinas,Regina Moraes,Brazil, Verification and Validation,  operation concept,,,,,,,,,,,,
53,DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/779155?guid=1652457560196&returnUrl=%2fresultado%2flistar%3fguid%3d1652457560196%26quantidadePaginas%3d1%26codigoRegistro%3d779155%23779155&i=1,orcid.org/0000-0002-3823-8941,sem orcid,sem orcid,sem orcid,orcid.org/0000-0002-8856-194X,sem orcid,53,University of Campinas,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,Luiz Eduardo Buzato,Brazil,distributed systems,distributed algorithms,fault tolerance,,,,,,,,sem orcid,sem orcid,sem orcid,University of Campinas,Ricardo Anido,Brazil,,,,,,,,,,,,,,
54,DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/782257?guid=1652457595216&returnUrl=%2fresultado%2flistar%3fguid%3d1652457595216%26quantidadePaginas%3d1%26codigoRegistro%3d782257%23782257&i=1,orcid.org/0000-0003-2046-602X,sem orcid,sem orcid,orcid.org/0000-0002-1180-2637,orcid.org/0000-0001-6030-2682,sem orcid,54,Universidade Estadual de Campinas,sem orcid,sem orcid,sem orcid,sem orcid,sem orcid,Nelson L. S. da Fonseca,no info,,,,,,,,,,,Edmundo Madeira,no info,UNICAMP - University of Campinas,University of Campinas,Eduardo C. Xavier,Brazil,,,,,,,,,,,,,,
55,DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/782504?guid=1652457631077&returnUrl=%2fresultado%2flistar%3fguid%3d1652457631077%26quantidadePaginas%3d1%26codigoRegistro%3d782504%23782504&i=1,orcid.org/0000-0003-3333-6822,orcid.org/0000-0003-2608-4807,orcid.org/0000-0001-7878-4990,orcid.org/0000-0001-5615-1746,orcid.org/0000-0001-9174-2816,State University of Campinas,55,University of Campinas,Guilherme P. Telles,Brazil,Universidade Estadual de Campinas,Joao Meidanis,no info,Zanoni Dias,Brazil,,,,,,,,,,,Nalvo F Almeida,Brazil,Universidade Federal de Mato Grosso do Sul,Universidade de Sao Paulo,Joao C. Setubal,no info,,,,,,,,,Bioinformatics, Genomics, Metagenomics, Microbiomes, Transcriptomics, Computational Biology
56,DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/798142?guid=1652457668567&returnUrl=%2fresultado%2flistar%3fguid%3d1652457668567%26quantidadePaginas%3d1%26codigoRegistro%3d798142%23798142&i=2,orcid.org/0000-0002-3159-4839,sem orcid,orcid.org/0000-0002-8225-1107,sem orcid,orcid.org/0000-0002-2906-3588,no info,56,State University of Campinas,sem orcid,sem orcid,sem orcid,Philippe R B Devloo,no info,Jorge Stolfi,no info,,,,,,,,,,,sem orcid,sem orcid,sem orcid,Federal University of Para,Jesse Costa,no info,,,,,,,,,,,,,,
57,DOUTORADO,https://repositorio.unicamp.br/acervo/detalhe/794163?guid=1652457692892&returnUrl=%2fresultado%2flistar%3fguid%3d1652457692892%26quantidadePaginas%3d1%26codigoRegistro%3d794163%23794163&i=2,orcid.org/0000-0002-1067-6421,orcid.org/0000-0003-4701-8067,orcid.org/0000-0001-6030-2682,orcid.org/0000-0003-4462-3325,orcid.org/0000-0002-6946-9670,University of Campinas,57,no info,Glauber Ferreira Cintra,no info,no info,Eduardo C. Xavier,Brazil,Flávio K. Miyazawa,no info,,,,,,,,,,,Orlando Lee,no info,University of Campinas,Universidade Federal de São Paulo,"Yanasse, H.H.",Brazil,,,,,,,,,,,,,,
